group,q,kv,fused_ms,nvfp4_fa2_ms,fp8_fa2_ms,bf16_fa2_ms,fused_cosine,fused_vs_nvfp4_fa2_speedup,target_ms_for_2x,gap_to_target_ms,passes_2x,splits,split_kv_len
6,2048,8192,0.35094401240348816,1.0824320316314697,0.9439679980278015,0.6463040113449097,0.9896849393844604,3.084343922035557,0.5412160158157349,-0.1902720034122467,True,2,6656
6,2048,32768,1.0075199604034424,4.641664028167725,4.046559810638428,2.779103994369507,0.9906749129295349,4.607019424517463,2.3208320140838623,-1.31331205368042,True,5,6656
6,2048,65536,1.8617279529571533,9.370047569274902,8.191264152526855,5.611551761627197,0.9925605058670044,5.0329843060000234,4.685023784637451,-2.823295831680298,True,10,6656
6,2048,131072,3.8348801136016846,18.835296630859375,16.496864318847656,11.06710433959961,0.9905765652656555,4.911573784028788,9.417648315429688,-5.582768201828003,True,20,6656
6,2048,262144,7.678112030029297,37.819969177246094,33.111297607421875,21.97724723815918,0.992501974105835,4.925686031843663,18.909984588623047,-11.23187255859375,True,40,6656
6,4096,8192,0.5338240265846252,1.5003199577331543,1.3401600122451782,0.9139840006828308,0.9900211691856384,2.8105141076772306,0.7501599788665771,-0.2163359522819519,True,2,6656
6,4096,32768,1.8780800104141235,7.3922882080078125,6.610559940338135,4.51478385925293,0.9915505647659302,3.936088008507042,3.6961441040039062,-1.8180640935897827,True,5,6656
6,4096,65536,3.7507519721984863,15.30838394165039,13.62492847442627,9.282079696655273,0.9908602237701416,4.0814172878185415,7.654191970825195,-3.903439998626709,True,10,6656
6,4096,131072,7.50819206237793,31.084896087646484,27.69772720336914,19.617536544799805,0.9904480576515198,4.140130650547256,15.542448043823242,-8.034255981445312,True,20,6656
6,4096,262144,14.91545581817627,63.0700798034668,57.05177688598633,40.47292709350586,0.9920809864997864,4.228505020048288,31.5350399017334,-16.61958408355713,True,40,6656
8,128,8192,0.171424001455307,0.09148799628019333,0.08316799998283386,0.057631999254226685,0.9914794564247131,0.5336942056159255,0.045743998140096664,0.12568000331521034,False,2,6656
8,128,32768,0.1746239960193634,0.2616640031337738,0.23440000414848328,0.16495999693870544,0.991325855255127,1.4984424197047859,0.1308320015668869,0.0437919944524765,False,5,6656
